genres,popularity,title,vote_average
"Drama, Crime, Thriller",0.032604931999999996,The usual suspects,8.1
"Action, Thriller, Drama",0.0011918979999999998,Guardian angel,6.3
"Comedy, Romance",0.031798268,Mighty aphrodite,6.7
"Drama, Foreign",0.002722572,Lamerica,7.7
"Action, Adventure, Comedy, Family",0.011965528000000001,The big green,5.2
Drama,0.008186885999999999,Georgia,6.1
,0.0006141499999999999,Kids of the round table,3.0
"Comedy, Drama, Romance",0.016833604000000002,Home for the holidays,6.3
"Comedy, Drama, Romance",0.020336874,The postman,7.6
"Thriller, Drama, Mystery",0.000241578,The confessional,6.5
"Adventure, Family, Fantasy",0.021346592,The indian in the cupboard,5.9
"Drama, Thriller",0.009467052,Eye for an eye,5.8
"Music, Drama, Family",0.014274234,Mr. holland's opus,6.9
Comedy,0.02340023,Don't be a menace to south central while drinking your juice in the hood,6.2
"Comedy, Romance",0.004348974,Two if by sea,4.5
Comedy,0.012774938000000001,Bio-dome,4.4
"Action, Science Fiction",0.004990700000000001,Lawnmower man 2: beyond cyberspace,2.8
"Drama, Family",0.008092416,Two bits,5.4
"Comedy, Romance",0.005036102,French twist,6.0
Comedy,0.0291393,Friday,7.0
"Horror, Action, Thriller, Crime",0.030678306,From dusk till dawn,6.9
"Action, Thriller, Romance",0.011824446,Fair game,4.1
"Comedy, Drama, Romance",0.0067345519999999996,Kicking and screaming,7.0
"Drama, History",0.0029588920000000003,Les miserables,6.6
"Drama, Romance",0.020824388,Bed of roses,5.1
"Comedy, Family",0.005872886,Big bully,3.9
"Horror, Science Fiction",0.025517696,Screamers,6.1
Documentary,0.000267786,Nico icon,7.3
"Drama, Thriller",0.011512924,The crossing guard,6.1
"Drama, Thriller",0.012021158,The juror,5.5
"Family, Drama",0.002392512,The white balloon,7.5
"Drama, Crime",0.008972358,Things to do in denver when you're dead,6.7
"Drama, Comedy",0.004060348,Antonia's line,7.2
"Romance, Drama",0.0005045739999999999,Once upon a time... when we were colored,4.5
,0.001062318,Last summer in the hamptons,0.0
"Drama, Romance",0.00430332,Angels and insects,6.3
"Action, Drama",0.019137208000000003,White squall,6.3
"Adventure, Comedy, Family",0.00962965,Dunston checks in,5.1
Comedy,0.017926074,Black sheep,6.0
"Crime, Drama, Thriller",0.013697182,Nick of time,6.1
Drama,0.000822848,The journey of august king,6.7
"Drama, Horror, Thriller, Romance",0.025732278,Mary reilly,5.7
"Comedy, Horror, Romance",0.018142254,Vampire in brooklyn,4.5
"Comedy, Drama, Romance",0.009341124000000001,Beautiful girls,6.6
"Action, Adventure, Drama, Thriller",0.029915252,Broken arrow,5.7
Comedy,0.0010267820000000002,A midwinter's tale,7.5
Drama,0.024216392,La haine,7.9
"Action, Adventure, Drama, Science Fiction, Thriller",0.005315294,Shopping,5.6
Documentary,0.001276422,Heidi fleiss: hollywood madam,6.8
"Drama, Thriller",0.009614445999999999,City hall,6.0
"Comedy, Crime, Drama",0.013809661999999999,Bottle rocket,6.8
"Comedy, Romance",0.0066585279999999995,Mr. wrong,3.3
"Drama, Mystery, Science Fiction, Thriller",0.004928849999999999,Unforgettable,5.3
Comedy,0.019184529999999998,Happy gilmore,6.5
"Drama, Romance",0.011902154,The bridges of madison county,7.3
"Drama, Comedy, Family",0.002030136,Nobody loves me,5.1
"Action, Comedy, Music, Family, Adventure",0.013804845999999999,Muppet treasure island,6.5
Documentary,0.001953414,Catwalk,7.0
Crime,2.692e-06,Headless body in topless bar,0.0
"Action, Drama, History, War",0.041510298,Braveheart,7.7
"Crime, Drama",0.028185426,Taxi driver,8.1
"Crime, Action, Comedy, Thriller",0.024628556,Rumble in the bronx,6.5
"Drama, Thriller",0.005876586,Before and after,5.8
Drama,0.000745394,Margaret's museum,7.5
Comedy,0.00250977,Happiness is in the field,7.0
"Documentary, Drama, Foreign",0.00048797200000000004,Anne frank remembered,7.3
"Comedy, Crime, Drama",0.012356994,The young poisoner's handbook,6.9
"Comedy, Romance",0.005783836,If lucy fell,5.4
"Comedy, Drama",0.0030448240000000002,Steal big steal little,5.1
"Action, Adventure, Comedy, Drama, Family",0.0026357560000000004,Race the sun,5.2
Drama,0.00173078,The boys of st. vincent,7.0
"Comedy, Romance",0.013013966,Boomerang,5.4
"Drama, Comedy, Romance",0.013557957999999998,Chungking express,7.9
"Drama, Romance",0.003405278,The star maker,6.8
"Comedy, Romance",0.011158175999999999,Flirting with disaster,6.3
Fantasy,0.012504754,The neverending story iii: escape from fantasia,4.4
Drama,0.000813508,The silences of the palace,4.3
,2.356e-06,Jupiter's wife,0.0
"Comedy, Romance",0.0013981319999999998,Pie in the sky,7.0
"Comedy, Drama",0.0043948780000000005,Angela,5.6
"Drama, Romance, War",0.0012751079999999998,Frankie starlight,5.4
"Action, Thriller, Mystery, Romance",0.022837834,Jade,5.1
"Comedy, Drama, Romance",0.000582042,Nueba yol,5.5
"Music, Documentary",3.676e-06,Sonic outlaws,0.0
Comedy,0.010369954,Down periscope,5.6
Documentary,0.000552802,From the journals of jean seberg,6.5
Comedy,0.001080872,Man of the year,3.8
Drama,0.000740684,The neon bible,7.2
,2.41e-06,Target,0.0
"Drama, Romance",0.006805498,Up close & personal,5.9
Comedy,0.01299936,The birdcage,6.7
Drama,0.001837008,Virgin mary,7.0
"Comedy, Drama, Romance",0.004078392,The brothers mcmullen,6.3
"Action, Comedy, Crime, Thriller",0.018524368,Bad boys,6.5
"Action, Adventure, Drama, Family",0.00475173,The amazing panda adventure,5.0
"Drama, Crime",0.014830287999999999,The basketball diaries,7.2
"Romance, Drama, Comedy",0.001845916,An awfully big adventure,6.0
"Crime, Comedy, Drama, Thriller",0.0035180240000000002,Amateur,6.5
Drama,0.037522934,Apollo 13,7.3
Adventure,0.020387098000000003,Rob roy,6.5
"Drama, Horror",0.00627457,The addiction,6.4
"Action, Crime, Fantasy",0.026642707999999998,Batman forever,5.2
"Drama, Romance",0.020285324,Belle de jour,7.3
"Drama, Thriller",0.00408378,Beyond rangoon,6.4
Comedy,0.023056294,Blue in the face,6.8
"Action, Comedy",0.010783112,Canadian bacon,5.9
"Fantasy, Comedy, Family",0.025625078,Casper,6.0
"Mystery, Crime, Drama",0.009117983999999999,Clockers,6.8
"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",0.014521148,Congo,5.0
"Action, Thriller, Drama",0.01731473,Crimson tide,7.0
Documentary,0.007240776,Crumb,7.6
"Thriller, Action, Crime",0.013900916000000001,Desperado,6.8
"Drama, Mystery, Thriller",0.009292264,Devil in a blue dress,6.3
"Action, Thriller",0.03027771,Die hard: with a vengeance,6.9
"Action, Comedy, Crime, Drama",0.014241612,The doom generation,5.6
"Drama, Crime",0.00104715,Feast of july,0.0
"Action, Adventure, Drama, Romance",0.030356676,First knight,5.9
Adventure,0.015150196,Free willy 2 - the adventure home,5.5
"Action, Crime, Thriller, Drama",0.029621038,Hackers,6.2
"Comedy, Drama, Romance",0.006392912,Jeffrey,6.5
"Adventure, Action, Drama, Science Fiction, Thriller",0.023431736,Johnny mnemonic,5.5
Science Fiction,0.01636963,Judge dredd,5.4
"Comedy, Drama",0.007353842,Jury duty,4.0
"Drama, Crime",0.009755744,Kids,6.8
"Drama, Comedy",0.020116658000000003,Living in oblivion,7.2
"Mystery, Horror, Thriller",0.008204818,Lord of illusions,5.9
"Comedy, Drama",0.000708028,Love & human remains,7.0
"Drama, Family, Romance",0.005249542,Mad love,5.5
"Romance, Comedy",0.01651094,Mallrats,6.8
"Action, Adventure, Science Fiction, Family, Fantasy",0.014048454,Mighty morphin power rangers: the movie,5.2
"Comedy, Drama, Romance",0.0020223,Moonlight and valentino,5.6
"Thriller, Foreign",0.0049321320000000005,Mute witness,6.4
"Horror, Thriller",0.015440111999999999,Nadja,5.9
"Crime, Drama, Mystery, Thriller, Action",0.026608684,The net,5.6
Comedy,0.016965668,Nine months,5.5
Comedy,0.0023300779999999998,Party girl,5.8
"Fantasy, Horror, Thriller",0.020375246,The prophecy,6.4
"Fantasy, Comedy, Drama",0.000239426,Reckless,10.0
Drama,0.016360094,Safe,7.2
"Drama, History, Romance",0.013504238,The scarlet letter,5.5
Drama,0.03500475,Showgirls,4.9
"Comedy, Drama",0.011105892000000001,Smoke,7.2
Comedy,0.007486424,Something to talk about,5.7
"Science Fiction, Horror, Action",0.026985690000000003,Species,5.5
Drama,0.0018270439999999999,The stars fell on henrietta,6.6
"Crime, Drama, Science Fiction, Thriller",0.022446110000000002,Strange days,6.8
"Drama, Romance",0.016267762,The umbrellas of cherbourg,7.6
Thriller,0.003640838,The tie that binds,4.6
"Drama, Fantasy",0.022004092,Three wishes,6.1
"Drama, Romance",0.009093104000000001,Total eclipse,6.5
Comedy,0.015306891999999999,"To wong foo, thanks for everything! julie newmar",6.3
"Action, Thriller",0.014980494,Under siege 2: dark territory,5.6
"Comedy, Drama, Family",0.005763378,Unstrung heroes,6.4
Documentary,0.0015720460000000001,Unzipped,6.0
"Drama, Romance",0.019431278,A walk in the clouds,6.5
"Adventure, Action",0.033770367999999995,Waterworld,5.9
Drama,0.0036681979999999997,White man's burden,5.1
"Action, Western",0.017844277999999998,Wild bill,5.9
Drama,0.007455288,The browning version,6.0
"Adventure, Action, Comedy, Crime, Family",0.006574072,Bushwhacked,4.9
Drama,0.004972146,Burnt by the sun,6.7
"Drama, War",0.007051298,Before the rain,7.7
"Drama, Romance",0.022609958,Before sunrise,7.7
Comedy,0.013276232,Billy madison,6.2
"Drama, Thriller",0.005523674,The babysitter,4.7
"Comedy, Drama",0.006060618,Boys on the side,6.3
"Drama, Family",0.005372684,The cure,7.2
"Thriller, Drama, Horror, Mystery",0.00453954,Castle freak,5.8
"Drama, Family, Romance",0.005211042,Circle of friends,6.5
Comedy,0.021026734000000002,Clerks,7.4
"Romance, Drama, Comedy",0.014877867999999999,Don juan demarco,6.3
"Drama, Thriller, Crime, Mystery, Romance",0.023624488,Disclosure,5.9
Thriller,0.000311718,Dream man,2.5
"Action, Adventure, Thriller",0.01915831,Drop zone,5.1
"Crime, Comedy, Fantasy",0.0014213420000000001,Destiny turns on the radio,5.3
"Drama, Thriller, Mystery",0.010968312,Death and the maiden,7.1
"Crime, Drama, Mystery",0.011605,Dolores claiborne,7.1
Comedy,0.019689116,Dumb and dumber,6.5
"Comedy, Drama, Romance",0.009720032,Eat drink man woman,7.5
"Drama, Mystery",0.010756934,Exotica,6.5
"Thriller, Comedy, Crime, Romance",0.008645452000000001,Exit to eden,4.3
"Comedy, Drama, History",0.023440715999999997,Ed wood,7.3
"Comedy, Romance",0.018293088000000002,French kiss,6.2
"Comedy, Drama, Romance",0.03247349,Forget paris,6.1
"Action, Adventure, Drama, Family",0.005314674,Far from home: the adventures of yellow dog,5.6
"Romance, Animation, Family, Comedy, Adventure",0.020355954,A goofy movie,6.7
"Drama, Thriller",0.01636433,Hideaway,5.0
"Drama, Family, Fantasy",0.009907872,Fluke,6.6
"History, Drama",0.017870116,Farinelli,5.9
"Drama, Family, Fantasy",0.000797848,Gordy,3.0
"Fantasy, Animation, Science Fiction, Family",0.00018090400000000001,Gumby: the movie,5.0
"Drama, Action, Thriller, Crime",0.002024394,The glass shield,5.4
Documentary,0.018953320000000003,Hoop dreams,7.7
"Drama, Fantasy",0.018876083999999998,Heavenly creatures,6.9
"Comedy, Family",0.0053771240000000005,Houseguest,6.0
"Drama, Music, Romance",0.015967332,Immortal beloved,6.9
"Comedy, Family, Drama",0.019093414,Heavyweights,6.0
"Action, Thriller",0.005513972,The hunted,6.0
"Comedy, Drama, Romance",0.010292704,I.q.,5.9
"Horror, Romance",0.02394041,Interview with the vampire,7.2
"Drama, Romance",0.003192116,Jefferson in paris,5.2
"Comedy, Crime",0.0014976920000000001,The jerky boys,4.8
"Comedy, Family, Romance",0.013420429999999999,Junior,4.7
"Action, Drama, Mystery, Thriller",0.018390512,Just cause,6.0
"Adventure, Fantasy, Comedy, Science Fiction, Family",0.011749022,A kid in king arthur's court,4.3
"Action, Crime, Drama, Thriller",0.015595024,Kiss of death,5.7
"Adventure, Action, Science Fiction",0.084299394,Star wars,8.1
"Drama, Romance",0.019549987999999997,Little women,7.0
"Drama, Family, Fantasy",0.01546345,A little princess,7.4
Drama,0.00169016,Ladybird ladybird,7.4
"Crime, Drama",0.00389663,L'enfer,6.6
"Drama, Romance",0.008252166,Like water for chocolate,6.6
"Adventure, Drama, Romance, War",0.024398094000000002,Legends of the fall,7.2
"Adventure, Comedy, Family",0.018506724,Major payne,6.1
"Action, Drama",0.0037225839999999997,Little odessa,6.4
"Crime, Drama",0.003577658,Mi vida loca,5.7
"Drama, Romance",0.006580384,Love affair,4.3
Drama,0.015397052,Losing isaiah,6.4
"Comedy, Drama, History",0.00962614,The madness of king george,6.7
"Drama, Horror, Science Fiction, Romance",0.028575506,Mary shelley's frankenstein,6.1
"Action, Comedy, Family",0.005116236,Man of the house,5.1
"Comedy, Drama, Romance",0.005799216,Mixed nuts,5.2
"Comedy, Romance",0.00754023,Milk money,5.6
"Fantasy, Drama, Family",0.011663244000000001,Miracle on 34th street,6.4
"Comedy, Romance",0.002274532,Miami rhapsody,5.6
"Comedy, Drama",0.006242576,My family,7.0
"Crime, Drama",0.019037128,Murder in the first,6.9
"Drama, Comedy",0.005782537999999999,Nobody's fool,7.0
"Drama, Thriller",0.011861914000000001,Nell,6.1
"Crime, Drama",0.0012599100000000002,New jersey drive,6.9
"Action, Thriller, Crime, Drama",9.074e-06,New york cop,0.0
Horror,0.000853904,Beyond bedlam,4.0
"Science Fiction, Action, Thriller",0.0029329819999999998,Nemesis 2 - nebula,4.6
"Drama, Romance",0.001539044,Nina takes a lover,7.4
"Crime, Thriller, Drama",0.022453712,Natural born killers,6.9
"Comedy, Drama, Romance",0.009873522,Only you,6.4
Drama,0.008050551999999999,Once were warriors,7.6
"Drama, Romance, Thriller",0.012896078,Poison ivy ii: lily,4.6
"Action, Drama, Science Fiction, Thriller",0.027352888,Outbreak,6.4
"Thriller, Crime, Drama",0.040954658000000005,Leon: the professional,8.2
"Comedy, Drama, Romance",0.002867088,The perez family,6.6
"Comedy, Drama, Romance",0.0009266140000000001,A pyromaniac's love story,7.0
"Thriller, Crime",0.28190047199999996,Pulp fiction,8.3
Drama,0.014320297999999999,Panther,6.4
"Comedy, Drama",0.003277244,Pushing hands,6.1
"Drama, Romance",0.003763864,Priest,6.4
"History, Drama",0.01554501,Quiz show,7.1
"Drama, History",0.002593824,Picture bride,7.4
"Drama, History",0.00881081,Queen margot,7.0
"Action, Western",0.01509402,The quick and the dead,6.2
"Drama, Comedy",0.006791734,Roommates,6.4
"Drama, Comedy",0.012518866,Prêt-à-porter,5.3
"Drama, Mystery, Romance",0.01566551,Three colors: red,7.8
"Drama, Music, Mystery",0.017687034,Three colors: blue,7.7
"Comedy, Drama, Mystery",0.013179600000000001,Three colors: white,7.3
Drama,0.00015651399999999999,"Red firecracker, green firecracker",7.0
"Comedy, Family, TV Movie",0.00231051,Rent-a-kid,5.1
"Horror, Drama",0.000999202,Relative fear,4.7
"Comedy, Drama",0.00278177,Stuart saves his family,5.0
Animation,0.017820924000000002,The swan princess,6.5
"Drama, Family, Fantasy",0.003500962,The secret of roan inish,6.1
"Action, Thriller",0.020776366,The specialist,5.5
"Action, Adventure, Science Fiction",0.026657848,Stargate,6.8
"Fantasy, Drama, Comedy, Family",0.019330848,The santa clause,6.3
"Drama, Crime",0.103290806,The shawshank redemption,8.5
"Crime, Thriller",0.016446052000000003,Shallow grave,7.0
"Drama, Thriller",0.002596448,Suture,6.0
"Comedy, Drama",0.0035543939999999998,Strawberry and chocolate,7.1
"Crime, Comedy",0.011738522,Swimming with sharks,6.7
"Comedy, Drama, Romance",0.002814854,The sum of us,6.0
Comedy,0.010116120000000001,Senior trip,5.7
"Drama, Romance, War",0.010521254,To live,7.7
"Action, Comedy, Fantasy, Science Fiction",0.015204174,Tank girl,5.5
"Horror, Comedy, Thriller",0.018910684,Tales from the crypt: demon knight,6.7
"Science Fiction, Action, Adventure, Thriller",0.016211416,Star trek: generations,6.4
"Crime, Horror, Thriller",0.005720139999999999,Tales from the hood,5.4
"Drama, Romance",0.001408408,Tom & viv,5.8
"Thriller, Horror, Science Fiction",0.013059758000000001,Village of the damned,5.6
Comedy,0.023942636,Tommy boy,6.8
"Drama, Romance",0.014079692,Vanya on 42nd street,6.1
"Thriller, Crime",0.004119542,The underneath,5.6
"Drama, War",0.001241746,The walking dead,6.6
"Romance, Drama",0.020783799999999998,What's eating gilbert grape,7.5
"Action, Crime, Science Fiction, Thriller",0.010376798000000001,Virtuosity,5.4
"Comedy, Drama, Romance",0.03156723,While you were sleeping,6.5
Drama,0.007817192,The war,6.3
"Comedy, Romance",0.000744478,Double happiness,5.5
"Drama, Comedy, Romance",0.010509694,Muriel's wedding,6.9
"Comedy, Drama, Family",0.0043161,The baby-sitters club,5.3
"Comedy, Mystery",0.022495914,Ace ventura: pet detective,6.4
"Drama, Comedy",0.016657191999999998,"The adventures of priscilla, queen of the desert",7.2
"Drama, Music",0.004975902,Backbeat,6.2
"Thriller, Drama, Romance",0.02259639,Bitter moon,7.0
"Action, Comedy, Thriller",0.01144576,Bullets over broadway,7.0
"Action, Drama, Thriller",0.01502649,Clear and present danger,6.4
"Drama, Thriller, Crime, Mystery",0.030527658,The client,6.4
"Comedy, Drama, Family, Romance",0.013849377999999999,"Corrina, corrina",6.4
"Comedy, Drama",0.005066044,Crooklyn,6.7
"Fantasy, Action, Thriller",0.031598672,The crow,7.3
Drama,0.005166726,Cobb,6.1
"Fantasy, Comedy, Family",0.030039172,The flintstones,5.0
"Comedy, Drama, Romance",0.09661438800000001,Forrest gump,8.2
"Comedy, Drama, Romance",0.01798069,Four weddings and a funeral,6.6
"Romance, Drama, Crime",0.015635622,Higher learning,6.4
"Comedy, Drama, Romance",0.00057859,I like it like that,6.3
"Action, Comedy, Romance",0.007141748,I love trouble,5.3
"Comedy, Drama, Romance",0.022544146,It could happen to you,6.1
"Adventure, Drama, Family",0.02142847,The jungle book,5.9
"Documentary, Foreign",0.001137768,"The wonderful, horrible life of leni riefenstahl",7.3
"Family, Animation, Drama",0.043211522,The lion king,8.0
"Drama, History",0.011363044000000001,Little buddha,6.0
"Horror, Thriller, Mystery, Fantasy",0.019721044,New nightmare,6.4
"Romance, Comedy, Crime, Fantasy",0.02826976,The mask,6.6
"Action, Adventure, Comedy, Drama, Western",0.030100652,Maverick,6.6
Drama,0.009478108,Mrs. parker and the vicious circle,6.3
"Comedy, Crime",0.021174464,The naked gun 33⅓: the final insult,6.4
"Comedy, Drama",0.008012126,The paper,6.1
Drama,0.013029184000000001,Reality bites,6.5
"Crime, Drama, Thriller",0.010275806,Red rock west,6.4
"Comedy, Family",0.013190509999999999,Ri¢hie ri¢h,5.4
Drama,0.00986313,Safe passage,4.9
"Action, Adventure, Crime, Thriller",0.021022482,The river wild,6.1
"Action, Adventure, Crime",0.021718584,Speed,6.8
"Comedy, Romance",0.004668452,Speechless,5.5
"Thriller, Science Fiction, Action, Crime",0.017814148,Timecop,5.5
"Action, Thriller",0.022792198,True lies,6.8
"Drama, Romance",0.008645087999999999,When a man loves a woman,6.0
Fantasy,0.02812769,Wolf,6.0
"Drama, Action, Western",0.018554294,Wyatt earp,6.5
"Action, Crime, Romance, Thriller",0.00182483,Bad company,4.9
"Comedy, Drama",0.000812226,A man of no importance,6.5
"Comedy, Drama",0.005009057999999999,S.f.w.,6.1
"Action, Comedy, Crime",0.006043052,A low down dirty shame,6.0
Drama,0.00010829600000000001,"Boys life: three stories of love, lust, and liberation",2.0
Drama,0.0018686240000000002,Colonel chabert,5.9
"Action, Crime",0.008441081999999999,"Faster, pussycat! kill! kill!",6.5
"Crime, Drama, Romance",0.0018258179999999999,Jason's lyric,5.9
"Animation, Science Fiction",0.0007634079999999999,The secret adventures of tom thumb,7.1
"Action, Adventure, Thriller",0.027168980000000002,Street fighter,4.1
"Action, Comedy",0.004685512,Coldblooded,6.7
,0.0005024459999999999,Desert winds,0.0
"Action, Adventure, Crime, Drama, Thriller",0.002216988,Fall time,6.3
"Horror, Thriller",0.000536086,The fear,3.4
Documentary,0.00028471400000000004,Frank and ollie,7.5
"Romance, Adventure, Crime, Drama",0.0008107839999999999,Girl in the cadillac,10.0
"Thriller, Drama",2.985e-05,Homage,0.0
"Action, Thriller",0.0006059139999999999,Mirage,4.0
Comedy,2.4912e-05,Open season,0.0
,0.000466752,Dos crímenes,5.0
Documentary,7.36e-05,Brother minister: the assassination of malcolm x,4.0
"Action, Fantasy, Science Fiction",0.013733268,Highlander: the final dimension,4.5
,0.00020137,Federal hill,5.0
"Horror, Mystery, Thriller",0.016995286000000002,In the mouth of madness,7.1
"Drama, Romance",0.0037770679999999997,8 seconds,7.2
"Crime, Drama",0.008763080000000001,Above the rim,6.7
"Comedy, Family, Fantasy",0.035111818,Addams family values,6.5
Comedy,0.000788388,Martin lawrence: you so crazy,4.5
"Drama, Romance",0.016027234,The age of innocence,7.0
"Comedy, Crime, Music",0.01418464,Airheads,5.8
"Comedy, Family",0.0037925460000000004,The air up there,5.1
"Action, Comedy",0.025934477999999997,Another stakeout,4.9
"Action, Adventure, Comedy, Drama, Western",0.029289544,Bad girls,4.6
"Comedy, Drama, Romance",0.003265422,Barcelona,6.6
"Drama, Comedy, Fantasy",0.005567744,Being human,5.0
Comedy,0.01134747,The beverly hillbillies,5.0
"Action, Comedy, Crime",0.023575568,Beverly hills cop iii,5.5
"Action, Adventure, Drama, Family",0.01679769,Black beauty,6.6
"Mystery, Crime, Drama, Thriller",0.00600564,Blink,6.3
"Drama, Action, Thriller",0.026310141999999998,Blown away,6.0
Drama,0.012262112,Blue chips,5.7
"Drama, Romance",0.009987658,Blue sky,6.1
"Horror, Science Fiction, Thriller",0.013119386,Body snatchers,5.8
"Drama, Romance",0.008608448,Boxing helena,4.5
"Drama, Crime",0.012231256,A bronx tale,7.4
Comedy,0.003358084,Cabin boy,4.9
"Drama, Comedy",0.002633482,Calendar girl,3.7
"Action, Crime, Drama, Thriller",0.017397018,Carlito's way,7.7
"Action, Comedy, Drama, Western",0.017211406,City slickers ii: the legend of curly's gold,4.9
"Comedy, Thriller, Mystery",0.005449242,Clean slate,5.7
"Action, Adventure, Thriller",0.019661705999999998,Cliffhanger,6.1
"Comedy, Science Fiction, Family",0.021445457999999997,Coneheads,4.8
"Drama, Mystery, Romance, Thriller",0.028457926,Color of night,5.4
"Action, Comedy, Family",0.014085756,Cops & robbersons,5.0
"Western, Action, Comedy",0.008572558000000001,The cowboy way,5.1
Drama,0.00540194,Dangerous game,5.4
Comedy,0.027392787999999998,Dave,6.3
"Comedy, Drama",0.0137304,Dazed and confused,7.4
"Crime, Action, Science Fiction",0.023252231999999998,Demolition man,6.4
Documentary,0.000816318,The endless summer 2,7.1
"Western, Drama, Comedy, Romance",0.005941448,Even cowgirls get the blues,4.2
Comedy,0.007110278,Fatal instinct,5.4
Drama,0.009751654,Farewell my concubine,7.8
"Drama, Comedy, Romance",0.002689752,The favor,3.3
Drama,0.018569248000000003,Fearless,6.8
Comedy,0.001970882,Fear of a black hat,5.8
"Comedy, Drama",0.005938006,With honors,6.1
"Drama, Mystery, Romance",0.0037937379999999996,Flesh and bone,6.2
"Comedy, Thriller, Mystery, Romance, Foreign",0.0008188539999999999,Widows' peak,4.3
"Comedy, Romance",0.016937738,For love or money,5.7
"Drama, Mystery, Thriller",0.019356734,The firm,6.6
"Family, Adventure",0.011981144,Free willy,6.0
"Crime, Drama, Thriller",0.00794043,Fresh,7.6
"Adventure, Action, Thriller, Crime, Mystery",0.02017874,The fugitive,7.2
"History, Action, Drama, Western",0.009306924000000001,Geronimo: an american legend,5.9
"Drama, Action, Thriller",0.028428806,The getaway,5.4
"Family, Comedy, Crime",0.00482109,Getting even with dad,4.5
"Drama, Romance",0.001551796,Go fish,3.9
"Comedy, Drama",0.01045166,A good man in africa,5.2
"Drama, Thriller",0.010770215999999999,Guilty as sin,5.6
"Action, Adventure, Crime, Thriller",0.015668702,Hard target,6.1
"History, War, Action, Drama",0.008381082,Heaven & earth,6.4
"Action, Comedy, War",0.026964742,Hot shots! part deux,6.2
Comedy,0.0042779179999999995,Live nude girls,4.7
"Drama, Comedy, Romance",0.010663506,The englishman who went up a hill but came down a mountain,6.1
"Romance, Drama",0.02137559,The house of the spirits,6.7
Comedy,0.0019920940000000002,House party 3,4.6
"Comedy, Drama",0.01510109,The hudsucker proxy,7.1
"Comedy, Drama",0.003485948,I'll do anything,5.7
Comedy,0.012142932,In the army now,4.7
"Action, Drama, Thriller, Crime, Mystery",0.025274315999999998,In the line of fire,6.8
Drama,0.01481179,In the name of the father,7.6
"Comedy, Drama, Romance",0.00122667,The inkwell,3.9
"Drama, Music",0.029641766,What's love got to do with it,6.9
Comedy,0.009127978,Jimmy hollywood,4.6
"Action, Thriller, Crime",0.011077342,Judgment night,6.4
